"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","Industry","Summary Quote",
"SGOC","SGOCO Group, Ltd","1.52","26232701.12","n/a","2010","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/sgoc",
"SMED","Sharps Compliance Corp","2.69","40904481.63","n/a","n/a","Basic Industries","Environmental Services","http://www.nasdaq.com/symbol/smed",
"SIEB","Siebert Financial Corp.","1.76","38897932.48","n/a","n/a","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/sieb",
"SGMA","SigmaTron International, Inc.","3.7482","14731932.7764","n/a","1972","Technology","Electrical Products","http://www.nasdaq.com/symbol/sgma",
"SLP","Simulations Plus, Inc.","4.55","72449736.45","n/a","1985","Technology","EDP Services","http://www.nasdaq.com/symbol/slp",
"SCOK","SinoCoking Coal and Coke Chemical Industries, Inc","1.75","36909159","n/a","n/a","Basic Industries","Steel/Iron Ore","http://www.nasdaq.com/symbol/scok",
"SINO","Sino-Global Shipping America, Ltd.","2.18","6330373.38","n/a","n/a","Transportation","Oil Refining/Marketing","http://www.nasdaq.com/symbol/sino",
"SKBI","Skystar Bio-Pharmaceutical Company","1.72","13080256","n/a","n/a","Consumer Durables","Major Pharmaceuticals","http://www.nasdaq.com/symbol/skbi",
"SPRO","SmartPros Ltd.","1.93","9087715.73","n/a","n/a","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/spro",
"SOMX","Somaxon Pharmaceuticals, Inc.","0.286","13758959.786","n/a","2005","Consumer Durables","Major Pharmaceuticals","http://www.nasdaq.com/symbol/somx",
"SOFO","Sonic Foundry, Inc.","7.96","30834580.36","n/a","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/sofo",
"SFBC","Sound Financial Bancorp, Inc.","10.1","0","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/sfbc",
"SPBC","SP Bancorp, Inc.","15.06","25512393","n/a","2010","Finance","Savings Institutions","http://www.nasdaq.com/symbol/spbc",
"SGRP","SPAR Group, Inc.","2","40272836","n/a","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/sgrp",
"SPEX","Spherix Incorporated","0.4537","1887290.3712","n/a","n/a","Health Care","Precision Instruments","http://www.nasdaq.com/symbol/spex",
"SPIR","Spire Corporation","0.55","4709448.15","n/a","1983","Technology","Semiconductors","http://www.nasdaq.com/symbol/spir",
"STND","Standard Financial Corp.","17","59689941","n/a","2010","Finance","Major Banks","http://www.nasdaq.com/symbol/stnd",
"STBZ","State Bank Financial Corporation.","16.65","528116954.4","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/stbz",
"SIBC","State Investors Bancorp, Inc.","13.0001","37817290.9","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/sibc",
"STEM","StemCells, Inc.","2.07","62949525.93","n/a","1992","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/stem",
"STSA","Sterling Financial Corporation","21.48","1334490236.88","n/a","n/a","Finance","Banks","http://www.nasdaq.com/symbol/stsa",
"SSFN","Stewardship Financial Corp","4.59","27125041.05","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/ssfn",
"STRM","Streamline Health Solutions, Inc.","4.05","42802449.3","n/a","1992","Technology","EDP Services","http://www.nasdaq.com/symbol/strm",
"SUMR","Summer Infant, Inc.","2.39","43151526.48","n/a","n/a","Consumer Durables","Miscellaneous manufacturing industries","http://www.nasdaq.com/symbol/sumr",
"SMMF","Summit Financial Group, Inc.","4.2","31186982.4","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/smmf",
"SNSS","Sunesis Pharmaceuticals, Inc.","3.4","160156911.6","n/a","2005","Consumer Durables","Major Pharmaceuticals","http://www.nasdaq.com/symbol/snss",
"SSH","Sunshine Heart Inc","6.91","43377787.58","n/a","n/a","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/ssh",
"SCON","Superconductor Technologies Inc.","0.595","23944613.56","n/a","1993","n/a","n/a","http://www.nasdaq.com/symbol/scon",
"SUTR","Sutor Technology Group Limited","0.79","31873166.2","n/a","n/a","Capital Goods","Steel/Iron Ore","http://www.nasdaq.com/symbol/sutr",
"STRN","Sutron Corporation","5.2","24568086.4","n/a","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/strn",
"SURG","Synergetics USA, Inc.","4.99","125725215.66","n/a","n/a","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/surg",
"SGYP","Synergy Pharmaceuticals, Inc.","4.87","320476086.86","n/a","n/a","Consumer Durables","Major Pharmaceuticals","http://www.nasdaq.com/symbol/sgyp",
"SGYPU","Synergy Pharmaceuticals, Inc.","14.97","27218184.54","n/a","n/a","Consumer Durables","Major Pharmaceuticals","http://www.nasdaq.com/symbol/sgypu",
"SGYPW","Synergy Pharmaceuticals, Inc.","2.4","0","n/a","n/a","Consumer Durables","Major Pharmaceuticals","http://www.nasdaq.com/symbol/sgypw",
"SYNM","Syntroleum Corporation","0.73","71926978.84","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/synm",
"TAIT","Taitron Components Incorporated","0.95","5262768.2","n/a","1995","Consumer Non-Durables","Electronic Components","http://www.nasdaq.com/symbol/tait",
"TAYD","Taylor Devices, Inc.","8.9101","29492484.4606","n/a","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/tayd",
"TEAR","TearLab Corporation","3.7","104145920.2","n/a","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/tear",
"TCCO","Technical Communications Corporation","6.3017","11546522.9879","n/a","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/tcco",
"TGAL","Tegal Corporation","3.16","5336630.12","n/a","1995","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/tgal",
"TKMR","Tekmira Pharmaceuticals Corp","3.27","45805685.85","n/a","n/a","Consumer Durables","Major Pharmaceuticals","http://www.nasdaq.com/symbol/tkmr",
"TELK","Telik, Inc.","1.6199","3651525.1233","n/a","2000","Consumer Durables","Major Pharmaceuticals","http://www.nasdaq.com/symbol/telk",
"FLIC","The First of Long Island Corporation","30.37","271285491.6","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/flic",
"CUBA","The Herzfeld Caribbean Basin Fund, Inc.","7.142","26518753.082","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/cuba",
"INTG","The Intergroup Corporation","23.9899","56248062.9744","n/a","n/a","Consumer Services","Building operators","http://www.nasdaq.com/symbol/intg",
"KOOL","THERMOGENESIS Corp.","1.1","18047002.6","n/a","n/a","Capital Goods","Medical Specialities","http://www.nasdaq.com/symbol/kool",
"THLD","Threshold Pharmaceuticals, Inc.","8.67","477922348.95","n/a","2005","Consumer Durables","Major Pharmaceuticals","http://www.nasdaq.com/symbol/thld",
"THTI","THT Heat Transfer Technology, Inc.","1.07","21885245","n/a","n/a","Capital Goods","Metal Fabrications","http://www.nasdaq.com/symbol/thti",
"TIBB","TIB Financial Corporation","11.7","144494239.5","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/tibb",
"TIGR","TigerLogic Corporation","1.93","54427870.17","n/a","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/tigr",
"TISA","Top Image Systems, Ltd.","4.38","50309840.7","n/a","1996","Technology","Computer peripheral equipment","http://www.nasdaq.com/symbol/tisa",
"TORM          ","TOR Minerals International Inc","14.65","43480863.05","n/a","1988","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/torm          ",
"TRMD","TORM A/S","0.5213","1781791.4101","3417977","n/a","Consumer Services","Marine Transportation","http://www.nasdaq.com/symbol/trmd",
"TWER","Towerstream Corporation","4.14","225070669.44","n/a","n/a","Consumer Services","Telecommunications Equipment","http://www.nasdaq.com/symbol/twer",
"TPCG","TPC Group, Inc.","42.34","671279657.02","n/a","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/tpcg",
"TXCC","TranSwitch Corporation","0.97","33288282.49","n/a","1995","Technology","Semiconductors","http://www.nasdaq.com/symbol/txcc",
"TRIO","Trio Merger Corp.","9.8","76850179","n/a","n/a","Finance","Business Services","http://www.nasdaq.com/symbol/trio",
"TRIT","Tri-Tech Holding Inc.","3.92","32216151.52","n/a","2009","Consumer Services","Military/Government/Technical","http://www.nasdaq.com/symbol/trit",
"TROV","TrovaGene, Inc.","2.83","40124014.51","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/trov",
"TROVU","TrovaGene, Inc.","5.98","0","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/trovu",
"TROVW","TrovaGene, Inc.","0.39","0","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/trovw",
"TSRI","TSR, Inc.","3.75","7425232.5","n/a","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/tsri",
"TFCO","Tufco Technologies, Inc.","4.25","18313024.75","n/a","1994","Consumer Durables","Containers/Packaging","http://www.nasdaq.com/symbol/tfco",
"USCR","U S Concrete, Inc.","6.36","85187951.52","n/a","n/a","Capital Goods","Building Materials","http://www.nasdaq.com/symbol/uscr",
"USEG","U.S. Energy Corp.","2.2","60447151.6","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/useg",
"GROW","U.S. Global Investors, Inc.","5.3","82032917.7","n/a","n/a","Finance","Investment Managers","http://www.nasdaq.com/symbol/grow",
"UFPT","UFP Technologies, Inc.","16.75","112544623.5","n/a","1993","Capital Goods","Containers/Packaging","http://www.nasdaq.com/symbol/ufpt",
"UNXL","Uni-Pixel, Inc.","6.29","44942232.41","n/a","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/unxl",
"UBCP","United Bancorp, Inc.","7.53","40452266.91","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/ubcp",
"USBI","United Security Bancshares, Inc.","5.85","35203732.2","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/usbi",
"UBPS","Universal Business Payment Solutions Acquisition Corporation","6","85918158","n/a","n/a","Finance","Business Services","http://www.nasdaq.com/symbol/ubps",
"UBPSU","Universal Business Payment Solutions Acquisition Corporation","6.15","73800000","n/a","n/a","Finance","Business Services","http://www.nasdaq.com/symbol/ubpsu",
"UBPSW","Universal Business Payment Solutions Acquisition Corporation","0.1699","0","n/a","n/a","Finance","Business Services","http://www.nasdaq.com/symbol/ubpsw",
"URRE","Uranium Resources, Inc.","0.51","55631609.88","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/urre",
"ULGX","Urologix, Inc.","0.77","11398208.36","n/a","1996","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/ulgx",
"UPI","Uroplasty, Inc.","4.03","84334125.46","n/a","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/upi",
"USMD","USMD Holdings, Inc.","11.09","0","n/a","n/a","Health Care","Hospital/Nursing Management","http://www.nasdaq.com/symbol/usmd",
"VYFC","Valley Financial Corporation","9.4","44577573","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/vyfc",
"VLYWW","Valley National Bancorp","0.5","0","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/vlyww",
"VDSI","VASCO Data Security International, Inc.","9.58","372143951.92","n/a","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/vdsi",
"VTUS","Ventrus Biosciences, Inc.","3.98","51478713","n/a","2010","Consumer Durables","Major Pharmaceuticals","http://www.nasdaq.com/symbol/vtus",
"VRML","Vermillion, Inc.","1.68","25268733.84","n/a","n/a","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","http://www.nasdaq.com/symbol/vrml",
"VSNT","Versant Corporation","9.98","27453972.02","n/a","1996","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/vsnt",
"VBFC","Village Bank and Trust Financial Corp.","1.08","4591938.6","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/vbfc",
"VSCP","VirtualScopics, Inc.","0.93","27665418.66","n/a","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/vscp",
"VSCI","Vision-Sciences, Inc.","1.4","64632005.2","n/a","1992","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/vsci",
"WACLY","Wacoal Holdings Corporation","54.74","78633845.78","1436497","n/a","Consumer Non-Durables","Apparel","http://www.nasdaq.com/symbol/wacly",
"WAVX","Wave Systems Corp.","1.08","103625364.96","n/a","1994","Technology","Computer peripheral equipment","http://www.nasdaq.com/symbol/wavx",
"WEBM","WebMediaBrands Inc","2.79","17099572.41","n/a","2000","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/webm",
"WEBK","Wellesley Bancorp, Inc.","14.61","35168476.11","n/a","n/a","Finance","Banks","http://www.nasdaq.com/symbol/webk",
"WWAY","Westway Group, Inc.","6.85","191222901.2","n/a","n/a","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/wway",
"WVVI","Willamette Valley Vineyards, Inc.","3.97","19140211.64","n/a","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","http://www.nasdaq.com/symbol/wvvi",
"RNIN","Wireless Ronin Technologies, Inc.","0.7526","17478395.1942","n/a","2006","Technology","EDP Services","http://www.nasdaq.com/symbol/rnin",
"WBKC","Wolverine Bancorp, Inc.","17.3","43184675.2","n/a","2011","Finance","Banks","http://www.nasdaq.com/symbol/wbkc",
"XWES","World Energy Solutions Inc (DE)","3.88","46628575.12","n/a","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/xwes",
"BWOW","Wowjoint Holdings Limited","0.3901","3287357.8762","n/a","n/a","Capital Goods","Construction/Ag Equipment/Trucks","http://www.nasdaq.com/symbol/bwow",
"BWOWU","Wowjoint Holdings Limited","0.6","0","n/a","n/a","Capital Goods","Construction/Ag Equipment/Trucks","http://www.nasdaq.com/symbol/bwowu",
"BWOWW","Wowjoint Holdings Limited","0.024","0","n/a","n/a","Capital Goods","Construction/Ag Equipment/Trucks","http://www.nasdaq.com/symbol/bwoww",
"WPCS","WPCS International Incorporated","0.73","5076979.18","n/a","n/a","Consumer Services","Telecommunications Equipment","http://www.nasdaq.com/symbol/wpcs",
"WSCI","WSI Industries Inc.","6.81","19783274.73","n/a","n/a","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/wsci",
"XBKS","Xenith Bankshares, Inc.","4.3","44921790.4","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/xbks",
"XRSC","XRS Corporation","0.7602","8204222.0778","n/a","n/a","Technology","Computer Manufacturing","http://www.nasdaq.com/symbol/xrsc",
"YOD","You On Demand Holdings, Inc.","3.59","41076298.94","n/a","n/a","Consumer Services","Television Services","http://www.nasdaq.com/symbol/yod",
"ZAZA","ZaZa Energy Corporation","3.06","309985552.08","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/zaza",
"ZHNE","Zhone Technologies, Inc.","0.57","17715665.55","n/a","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/zhne",
"ZIOP","ZIOPHARM Oncology Inc","5.6","445580497.6","n/a","n/a","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/ziop",
"ZOOM","Zoom Technologies, Inc.","1","29106668","n/a","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/zoom",
